Property ID,Listing Type,State,City,City Tier,Latitude,Longitude,Property Type,BHK,Size (SqFt),Price (INR),Price Per SqFt,Days on Market (DOM),DOM Status,Year Listed,Month Listed,Year Built,Property Age Classification,RERA Status,Furnishing Status,Parking (PKT),Gym,Swimming Pool (SWM),Elevator (ELV),Total Amenities
PROP-00333,Sale,Delhi,Delhi NCR,Tier 1,28.62427954529494,77.17598810060508,Apartment,1,532,6678550.33,12553.67,114,Moderate,2023,February,2018,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00334,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.89485899134926,75.31279751999003,Apartment,2,1053,5221869.04,4959.04,17,Fast,2023,June,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00335,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.83764876380659,75.38234095172193,Apartment,4,1894,10262071.3,5418.2,94,Moderate,2023,March,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00336,Sale,Telangana,Hyderabad,Tier 1,17.3733838883045,78.5116977798452,Apartment,4,2295,20380504.69,8880.39,346,Stale,2022,August,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00337,Rental,Maharashtra,Mumbai,Tier 1,19.071623650895553,72.91852284887004,Apartment,2,917,39983.12,43.6,352,Stale,2022,December,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00338,Rental,Telangana,Hyderabad,Tier 1,17.371905302176092,78.5125715321164,Builder Floor,2,1111,21786.84,19.61,284,Stale,2026,February,2025,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00339,Sale,Maharashtra,Mumbai,Tier 1,19.03810250004852,72.88741553059903,Apartment,4,2068,50327274.48,24336.21,225,Stale,2023,January,2022,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00340,Sale,Maharashtra,Mumbai,Tier 1,19.067894779018747,72.8931132737028,Apartment,1,482,8018036.65,16634.93,77,Moderate,2025,October,2023,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,No,No,No,1
PROP-00341,Sale,Delhi,Delhi NCR,Tier 1,28.639017804780842,77.247912792394,Apartment,3,1423,17277297.16,12141.46,238,Stale,2023,February,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00342,Sale,Karnataka,Bengaluru,Tier 1,12.928700766453327,77.60248067545119,Apartment,4,2216,19639800.99,8862.73,264,Stale,2024,July,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00343,Sale,Rajasthan,Jaipur,Tier 2,26.870418001408193,75.80053913243285,Independent House/Villa,1,1221,4932430.75,4039.66,117,Moderate,2024,December,2024,New (2023-2026),Awaiting Approval,Unfurnished,No,No,No,No,0
PROP-00344,Sale,Telangana,Hyderabad,Tier 1,17.370477129183598,78.45234767160036,Independent House/Villa,1,1297,10299127.52,7940.73,50,Fast,2022,March,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00345,Sale,Telangana,Hyderabad,Tier 1,17.429172571161892,78.4840921220116,Apartment,4,2034,15698727.0,7718.15,278,Stale,2022,February,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,Yes,Yes,3
PROP-00346,Rental,Karnataka,Bengaluru,Tier 1,12.988457264672292,77.6162397111958,Apartment,2,879,29311.42,33.35,47,Fast,2024,December,1984,Mature (Pre-2001),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00347,Rental,Delhi,Delhi NCR,Tier 1,28.631766995667256,77.18609426983164,Independent House/Villa,1,1055,34808.05,32.99,212,Stale,2023,October,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00348,Sale,Delhi,Delhi NCR,Tier 1,28.600091999083787,77.17922541805245,Apartment,2,1242,13632319.7,10976.1,353,Stale,2024,May,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00349,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.885566079120853,75.32468268082243,Independent House/Villa,2,1741,10299483.06,5915.84,107,Moderate,2024,January,2019,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,Yes,Yes,No,3
PROP-00350,Rental,Maharashtra,Mumbai,Tier 1,19.027013118402774,72.85185006279929,Apartment,3,1700,77131.32,45.37,128,Moderate,2023,September,2003,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,No,No,No,1
PROP-00351,Sale,Rajasthan,Jaipur,Tier 2,26.926009604640956,75.75879126370364,Independent House/Villa,3,1791,7981202.51,4456.28,14,Fast,2026,February,2016,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00352,Rental,Maharashtra,Pune,Tier 1,18.561728694757623,73.84918508428682,Apartment,4,2114,50913.28,24.08,333,Stale,2023,April,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00353,Rental,Karnataka,Bengaluru,Tier 1,12.982857346834482,77.63538385138835,Apartment,2,865,20118.17,23.26,191,Stale,2025,March,2024,New (2023-2026),Awaiting Approval,Fully Furnished,Yes,No,No,Yes,2
PROP-00354,Sale,Telangana,Hyderabad,Tier 1,17.422369859346635,78.48740596467387,Builder Floor,2,1293,8219350.38,6356.81,35,Fast,2022,December,2020,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00355,Sale,Karnataka,Bengaluru,Tier 1,12.99399730554661,77.56339203808153,Apartment,2,1218,11090530.09,9105.53,160,Moderate,2023,December,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00356,Rental,Rajasthan,Jaipur,Tier 2,26.87445584164037,75.74499716693809,Apartment,2,1237,19029.67,15.38,64,Moderate,2026,February,2016,Modern (2016-2022),RERA Approved,Semi-Furnished,No,Yes,No,Yes,2
PROP-00357,Sale,Rajasthan,Jaipur,Tier 2,26.952645330728586,75.8069156145138,Apartment,1,533,1822931.69,3420.13,253,Stale,2024,October,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00358,Sale,Karnataka,Bengaluru,Tier 1,12.928244384435578,77.58287987644364,Apartment,4,2066,19537624.56,9456.74,274,Stale,2024,June,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00359,Rental,Delhi,Delhi NCR,Tier 1,28.617296747254777,77.24118309465854,Apartment,3,1842,59594.19,32.35,221,Stale,2023,November,2013,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00360,Sale,Maharashtra,Pune,Tier 1,18.484613712379346,73.87265107686407,Apartment,2,1119,7098079.15,6343.23,6,Fast,2023,March,2013,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,Yes,No,Yes,2
PROP-00361,Sale,Rajasthan,Jaipur,Tier 2,26.86357066107309,75.81692414505414,Apartment,2,875,4984599.58,5696.69,28,Fast,2023,June,2021,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,Yes,No,Yes,3
PROP-00362,Rental,Delhi,Delhi NCR,Tier 1,28.606103426012766,77.18619460394184,Apartment,2,1036,27874.75,26.91,210,Stale,2022,May,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00363,Sale,Maharashtra,Pune,Tier 1,18.499904070765414,73.8759358922461,Independent House/Villa,2,1513,17471427.79,11547.54,324,Stale,2022,July,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00364,Sale,Maharashtra,Pune,Tier 1,18.51900004937976,73.83310619846938,Apartment,3,1556,9761121.22,6273.21,203,Stale,2022,January,2002,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00365,Rental,Telangana,Hyderabad,Tier 1,17.392719988673456,78.53060684794502,Apartment,2,1032,27807.49,26.95,360,Stale,2023,March,2013,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00366,Sale,Maharashtra,Mumbai,Tier 1,19.030373907230896,72.89133742815334,Independent House/Villa,4,2815,53182136.84,18892.41,118,Moderate,2024,August,2019,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00367,Rental,Telangana,Hyderabad,Tier 1,17.347300329512375,78.46915118001753,Apartment,2,992,23793.12,23.98,284,Stale,2023,April,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00368,Rental,Rajasthan,Jaipur,Tier 2,26.918264239645044,75.76425118622923,Apartment,2,915,13761.15,15.04,159,Moderate,2025,July,2005,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00369,Sale,Maharashtra,Mumbai,Tier 1,19.060316735317265,72.84679265850717,Apartment,3,1577,38496120.81,24410.98,169,Moderate,2022,May,2017,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,Yes,Yes,4
PROP-00370,Sale,Delhi,Delhi NCR,Tier 1,28.636817348754946,77.22846409588938,Apartment,1,591,5844175.2,9888.62,226,Stale,2022,August,2020,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00371,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.891429164859193,75.31517156129979,Apartment,2,1115,4225425.37,3789.62,95,Moderate,2022,September,2012,Vintage (2001-2015),RERA Approved,Unfurnished,No,Yes,No,Yes,2
PROP-00372,Sale,Maharashtra,Mumbai,Tier 1,19.110560436298993,72.88723032659276,Apartment,2,985,22666982.6,23012.17,171,Moderate,2025,February,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00373,Sale,Rajasthan,Jaipur,Tier 2,26.931649282666925,75.76376350269254,Apartment,2,1224,4418524.7,3609.91,211,Stale,2025,December,2023,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00374,Rental,Karnataka,Bengaluru,Tier 1,12.964593107739015,77.61079689447939,Apartment,3,1822,57739.28,31.69,286,Stale,2024,July,2004,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00375,Sale,Delhi,Delhi NCR,Tier 1,28.631196662239443,77.24049397285405,Apartment,2,933,7609372.35,8155.81,69,Moderate,2023,May,2013,Vintage (2001-2015),Non-RERA / NA,Semi-Furnished,Yes,No,No,No,1
PROP-00376,Sale,Rajasthan,Jaipur,Tier 2,26.889938117425544,75.81510252431447,Apartment,3,1298,5829762.69,4491.34,8,Fast,2026,January,2024,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00377,Rental,Karnataka,Bengaluru,Tier 1,12.952231349877822,77.62068513309308,Apartment,2,1146,35249.55,30.76,161,Moderate,2023,November,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00378,Sale,Karnataka,Bengaluru,Tier 1,13.00049851599208,77.56337224056922,Independent House/Villa,2,1889,18796090.92,9950.29,253,Stale,2022,June,2020,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00379,Rental,Delhi,Delhi NCR,Tier 1,28.60854195164016,77.16783849469846,Apartment,3,1855,50608.73,27.28,261,Stale,2022,June,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00380,Sale,Maharashtra,Pune,Tier 1,18.550238034051834,73.87659488284874,Apartment,2,1205,10745423.42,8917.36,239,Stale,2023,May,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00381,Sale,Maharashtra,Mumbai,Tier 1,19.108242237366827,72.86453472137944,Apartment,2,1090,25261125.54,23175.34,310,Stale,2024,August,2014,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00382,Rental,Karnataka,Bengaluru,Tier 1,13.00735623376613,77.58783462264033,Apartment,2,1062,34955.84,32.92,78,Moderate,2025,August,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00383,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.91786352358412,75.29641490927933,Apartment,2,861,12094.07,14.05,191,Stale,2025,November,2020,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,Yes,No,No,2
PROP-00384,Rental,Delhi,Delhi NCR,Tier 1,28.60699852205133,77.18495764492751,Apartment,1,474,15086.29,31.83,66,Moderate,2023,November,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00385,Rental,Telangana,Hyderabad,Tier 1,17.366886681832117,78.44006764038744,Builder Floor,2,1240,26656.81,21.5,341,Stale,2023,October,1983,Mature (Pre-2001),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00386,Rental,Delhi,Delhi NCR,Tier 1,28.62211987465941,77.24691857726013,Apartment,2,1101,32898.8,29.88,168,Moderate,2024,June,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00387,Sale,Gujarat,Ahmedabad,Tier 2,23.009617242343765,72.54573966832184,Builder Floor,2,1287,7080323.85,5501.42,60,Moderate,2023,October,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00388,Sale,Maharashtra,Mumbai,Tier 1,19.086107416680022,72.8834337169573,Apartment,4,2294,41647894.07,18155.14,115,Moderate,2026,January,2026,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00389,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.896758586264383,75.29719793206611,Apartment,2,961,13779.29,14.34,222,Stale,2023,January,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00390,Rental,Karnataka,Bengaluru,Tier 1,12.990440501849214,77.61128473913057,Apartment,3,1613,42419.01,26.3,244,Stale,2023,July,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00391,Rental,Delhi,Delhi NCR,Tier 1,28.601355288702013,77.19130273457542,Apartment,1,442,15733.27,35.6,25,Fast,2023,October,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00392,Sale,Maharashtra,Mumbai,Tier 1,19.042686020169874,72.91749191869577,Apartment,2,1015,23920065.57,23566.57,145,Moderate,2022,September,2020,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,No,No,1
PROP-00393,Sale,Maharashtra,Mumbai,Tier 1,19.069052933846223,72.91651181889341,Apartment,3,1725,38006698.88,22032.87,269,Stale,2022,July,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,No,Yes,No,Yes,2
PROP-00394,Rental,Karnataka,Bengaluru,Tier 1,12.935859414408192,77.57712906183617,Apartment,2,1127,31604.56,28.04,143,Moderate,2023,March,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,Yes,Yes,2
PROP-00395,Sale,Delhi,Delhi NCR,Tier 1,28.652909703518382,77.24909608956905,Builder Floor,3,2118,26808312.22,12657.37,74,Moderate,2022,April,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00396,Rental,Gujarat,Ahmedabad,Tier 2,23.007087746073786,72.62101576734987,Independent House/Villa,2,1537,28568.72,18.59,122,Moderate,2024,April,2023,New (2023-2026),Awaiting Approval,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00397,Rental,Karnataka,Bengaluru,Tier 1,12.937045974722333,77.62714156641239,Apartment,1,524,12368.81,23.6,202,Stale,2023,April,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00398,Sale,Delhi,Delhi NCR,Tier 1,28.566444775990576,77.24348713477552,Apartment,2,981,8849532.6,9020.93,209,Stale,2023,November,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00399,Rental,Maharashtra,Pune,Tier 1,18.534982238628647,73.83160087361091,Apartment,2,1026,20309.69,19.8,218,Stale,2024,February,2023,New (2023-2026),Non-RERA / NA,Unfurnished,Yes,No,No,No,1
PROP-00400,Rental,Telangana,Hyderabad,Tier 1,17.398690231745476,78.49437023988577,Apartment,3,1789,42863.11,23.96,60,Moderate,2022,July,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00401,Sale,Maharashtra,Mumbai,Tier 1,19.06006041665813,72.83442559139674,Apartment,2,1123,26479548.71,23579.3,291,Stale,2023,December,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,No,Yes,No,Yes,2
PROP-00402,Rental,Maharashtra,Mumbai,Tier 1,19.033171188884765,72.83719179368217,Apartment,4,2405,118209.97,49.15,297,Stale,2026,February,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00403,Sale,Maharashtra,Mumbai,Tier 1,19.066962889489524,72.92758926120334,Apartment,4,1862,37240623.11,20000.33,179,Moderate,2026,April,2025,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00404,Rental,Telangana,Hyderabad,Tier 1,17.36612174950634,78.46936392494258,Apartment,2,1199,31435.24,26.22,351,Stale,2024,January,1984,Mature (Pre-2001),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00405,Sale,Telangana,Hyderabad,Tier 1,17.402712063973503,78.51151839120489,Builder Floor,2,1048,8632096.86,8236.73,132,Moderate,2025,December,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00406,Rental,Karnataka,Bengaluru,Tier 1,12.982177924945269,77.62526650530268,Independent House/Villa,3,2531,73440.76,29.02,329,Stale,2024,April,2023,New (2023-2026),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00407,Sale,Gujarat,Ahmedabad,Tier 2,23.008959372819756,72.60720232710072,Builder Floor,4,2159,9068466.07,4200.31,296,Stale,2022,May,2020,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,No,No,No,No,0
PROP-00408,Sale,Gujarat,Ahmedabad,Tier 2,22.9942892554255,72.62116282974021,Apartment,2,975,3917430.14,4017.88,292,Stale,2022,February,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,No,Yes,No,No,1
PROP-00409,Rental,Maharashtra,Pune,Tier 1,18.56920359661556,73.83084964852569,Apartment,2,1054,21447.45,20.35,230,Stale,2023,May,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00410,Sale,Rajasthan,Jaipur,Tier 2,26.907800162119614,75.74133508268598,Apartment,2,1226,4855284.6,3960.26,68,Moderate,2023,November,2023,New (2023-2026),Non-RERA / NA,Unfurnished,Yes,Yes,Yes,Yes,4
PROP-00411,Sale,Delhi,Delhi NCR,Tier 1,28.632727423578025,77.20011915179946,Apartment,3,1303,12182302.64,9349.43,52,Fast,2026,April,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00412,Rental,Maharashtra,Mumbai,Tier 1,19.040055296757835,72.8407080669829,Apartment,2,990,53424.45,53.96,206,Stale,2023,February,2018,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00413,Rental,Delhi,Delhi NCR,Tier 1,28.612458969965942,77.16124258891621,Independent House/Villa,3,2504,66301.28,26.48,341,Stale,2025,May,2005,Vintage (2001-2015),Non-RERA / NA,Unfurnished,Yes,No,No,Yes,2
PROP-00414,Sale,Maharashtra,Mumbai,Tier 1,19.028753671986948,72.86374268271415,Apartment,1,504,8190550.37,16251.09,64,Moderate,2025,August,2024,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00415,Rental,Maharashtra,Pune,Tier 1,18.520945511791044,73.88507382510753,Apartment,1,464,10169.48,21.92,261,Stale,2024,September,2014,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00416,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.92260174071177,75.34991806912251,Apartment,2,1019,5349364.7,5249.62,69,Moderate,2024,January,2014,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00417,Sale,Maharashtra,Mumbai,Tier 1,19.06442067129858,72.85897779892105,Apartment,2,1004,20822751.69,20739.79,243,Stale,2025,February,2024,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00418,Sale,Maharashtra,Mumbai,Tier 1,19.02989960125749,72.89313420054927,Apartment,2,1216,25421018.52,20905.44,293,Stale,2022,September,2020,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00419,Rental,Karnataka,Bengaluru,Tier 1,12.924695579091935,77.56780181803089,Apartment,2,1154,29606.35,25.66,42,Fast,2025,February,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00420,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.864998675994688,75.29473814460721,Apartment,2,1052,14200.96,13.5,29,Fast,2022,October,2020,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00421,Rental,Delhi,Delhi NCR,Tier 1,28.57990249364632,77.23543533864364,Apartment,1,622,16096.27,25.88,63,Moderate,2025,November,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00422,Rental,Karnataka,Bengaluru,Tier 1,12.92393520963282,77.6069743084864,Builder Floor,2,1243,32736.09,26.34,361,Stale,2023,July,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00423,Sale,Maharashtra,Mumbai,Tier 1,19.10162136139502,72.9039302624501,Apartment,4,1746,42388855.12,24277.69,301,Stale,2026,March,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00424,Sale,Maharashtra,Mumbai,Tier 1,19.07185230088819,72.83159380166877,Independent House/Villa,2,1527,42543244.41,27860.67,162,Moderate,2022,October,2002,Vintage (2001-2015),Awaiting Approval,Unfurnished,No,No,No,No,0
PROP-00425,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.855124477197265,75.37701196278306,Apartment,2,1024,5026701.86,4908.89,61,Moderate,2022,December,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00426,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.91620831830165,75.35525262000363,Apartment,2,912,5398646.37,5919.57,52,Fast,2023,August,1983,Mature (Pre-2001),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00427,Sale,Maharashtra,Mumbai,Tier 1,19.03761389602005,72.88403953507127,Apartment,4,2458,53583051.23,21799.45,332,Stale,2026,January,2025,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00428,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.921791882895533,75.35576140481145,Apartment,2,1156,13492.28,11.67,60,Moderate,2026,January,2016,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00429,Sale,Maharashtra,Pune,Tier 1,18.501796671737733,73.89314332468685,Apartment,3,1435,13563929.69,9452.22,69,Moderate,2022,May,2020,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00430,Sale,Rajasthan,Jaipur,Tier 2,26.95124036723087,75.79599365065589,Independent House/Villa,3,2281,9672774.26,4240.58,272,Stale,2022,July,2021,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00431,Sale,Karnataka,Bengaluru,Tier 1,12.981894287647947,77.60269503798882,Independent House/Villa,2,1821,21548284.69,11833.22,73,Moderate,2022,August,2002,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,Yes,No,2
PROP-00432,Rental,Karnataka,Bengaluru,Tier 1,13.00427073597415,77.64366791570657,Apartment,1,613,15742.23,25.68,220,Stale,2024,September,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00433,Rental,Karnataka,Bengaluru,Tier 1,13.020001316321046,77.62027301670686,Apartment,3,1803,49011.66,27.18,93,Moderate,2022,April,2017,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00434,Sale,Telangana,Hyderabad,Tier 1,17.363840543781876,78.4809293805451,Builder Floor,1,739,5825706.22,7883.23,285,Stale,2023,February,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
